Enable in-app website tracking,Omogući praćenje web stranice u aplikaciji,
Enabled,Omogućeno,
Enables Calendar and Gantt views.,Omogućava Kalendar i Gantt prikaze.,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Omogućavanjem ove opcije registrovaćete web-lokaciju na centralnom relejnom serveru za slanje guranih obavijesti za sve instalirane aplikacije putem Firebase Cloud Messaging. Ovaj server pohranjuje samo korisničke tokene i zapisnike grešaka, a poruke se ne spremaju.",
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved. ","Omogućavanje ove opcije registrovaćete web-lokaciju na centralnom relejnom serveru za slanje guranih obavijesti za sve instalirane aplikacije putem Firebase Cloud Messaging. Ovaj server pohranjuje samo korisničke tokene i zapisnike grešaka, a poruke se ne spremaju. ",
Enabling this will submit documents in background,"Ako ovo omogućite, dokumenti će se podnijeti u pozadini",
Encrypt Backups,Šifriraj Sigurnosne Kopije,
End Date,Datum Završetka,
End Date Field,Datum Završetka,
Ended At,Završeno,
Endpoints,Krajnje Tačke,
Ends on,Završava,
Energy Point,Rezultat Efektiviteta,
Enqueued By,Dodato u Red Čekanja Od,
Enter Form Type,Unesi Form Type,
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Unesi zadana polja vrijednosti (ključeve) i vrijednosti. Ako dodate više vrijednosti za polje, bit će odabrana prva. Te se standardne vrijednosti također koriste za postavljanje ""podudaranja"" pravila dozvola. Da biste vidjeli popis polja, idite na ""Prilagodi Formu"".",
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Ovdje unesi statičke parametre URL-a (npr. pošiljatelj=ERPNext, korisničko ime=ERPNext, lozinka=1234 itd.)",
Enter url parameter for message,Unesi url parametar za poruku,
Enter url parameter for receiver nos,Unesi url parametar za broj primatelja,
Error,Grеška,
Error Log,Dnevnik grešaka,
Error Message,Poruka o grešci,
Errors,Greške,
Event,Događaj,
Event Category,Kategorija Događaja,
Event Frequency,Učestalost Događaja,
Event Participants,Učesnici Događaja,
Event Reminders,Podsjetnici Događaja,
Event Type,Tip Događaja,
Everyone,Svi,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Primjer: ""boje"": [""#d1d8dd"", ""#ff5858""]",
Exact Copies,Tačne Kopije,
Example,Primjer,
"Example: ""/desk""","Primjer: ""/desk""",
Example: #Tree/Account,Primjer: #Stablo/Račun,
Example: 00001,Primjer: 00001,
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,"Primjer: Ako ovo postavite na 24:00, korisnik će biti odjavljen ako nije aktivan 24:00 sata.",
Example: {{ subject }},Primjer: {{ subject }},
Excel,Excel,
Exception,Izuzetak,
Execute,Izvrši,
Executive,Izvršni,
Existing Role,Postojeća Uloga,
Expert,Ekspert,
Expiration time,Vrijeme isteka,
Expire Notification On,Obavještenje o isteku na dan,
Expired,Isteklo,
Expires In,Ističe za,
Expires On,Ističe,
Expiry time of QR Code Image Page,Vrijeme isteka stranice sa slikom QR koda,
Export,Izvoz,
Export From,Eksportiraj iz,
Export the data without any header notes and column descriptions,Eksportiraj podatke bez ikakvih bilješki u zaglavlju i opisa kolona,
Export without main header,Eksportiraj bez glavnog zaglavlja,
Expose Recipients,Prikaži Primaoce,
Expression,Izraz,
Expression (old style),Izraz (stari stil),
"Expression, Optional","Izraz, Opcija",
External Link,Eksterna Veza,
Extra Parameters,Dodatni Parametri,
Facebook,Facebook,
Fail,Neuspjeh,
Failed,Neuspješno,
Failed Emails,Neuspješna e-pošta,
Failed Job Count,Broj Neuspjelih Poslova,
Failed Jobs,Neuspješni Poslovi,
Failed Logins (Last 30 days),Neuspješne Prijave (posljednjih 30 dana),
Failing Scheduled Jobs (last 7 days),Neuspjeli Zakazani Poslovi (zadnjih 7 dana),
Failure Rate,Stopa neuspjeha,
FavIcon,FavIcon,
Fax,Fax,
Featured,Istaknuto,
Fetch From,Preuzmi Od,
Fetch on Save if Empty,Preuzmi na Spremi ako je Prazno,
Field,Polje,
Field Description,Opis Polja,
Field Name,Naziv polja,
Field Type,Tip Polja,
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Polje koje predstavlja Stanje Radnog Toka transakcije (ako polje nije prisutno, stvorit će se novo skriveno Prilagođeno Polje)",
Field to Track,Polje za Praćenje,
Fieldname,Naziv Polja,
Fields,Polja,
Fields Multicheck,Polja Višestrukog Odabira,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","Polja razdvojena zarezom (,) biće uključena u listu „Pretraži Po“ dijaloga Pretraga",
Fieldtype,Tip Polja,
File,Datoteka,
File Information,Informacije Datoteke,
File Name,Naziv Datoteke,
File Size,Veličina datoteke,
File Storage,Pohrana Datoteka,
File Type,Tip Datoteke,
File URL,URL Datoteke,
Files,Datoteke,
Filter Data,Filtriraj Podatke,
Filter List,Filter lista,
Filter Meta,Filter Meta,
Filter Name,Filter Naziv,
Filter Values,Filter Vrijednosti,
Filtered By,Filtrirano Prema,
Filters,Filteri,
Filters Configuration,Konfiguracija Filtera,
Filters Display,Prikaz Filtera,
Filters JSON,Filtrira JSON,
Filters Section,Sekcija Filtera,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","Filteri će biti dostupni putem <code>filters</code>. <br><br>Pošalji izlaz kao <code>result = [result]</code>, ili za stari stil <code>data = [columns], [result]</code>",
Finished,Završeno,
Finished At,Završeno,
First Day of the Week,Prvi Radni Dan Sedmice,
First Name,Ime,
First Success Message,Prva Poruka Uspjeha,
Flag,Zastavica,
Float,Decimala,
Float Precision,Decimalna Preciznost,
Fold,Presavij,
Folder,Mapa,
Folder Name,Naziv Mape,
Folio,Folio,
Font,Font,
Font Properties,Svojstva Fonta,
Font Size,Veličina Fonta,
Fonts,Fontovi,
Footer,Podnožje,
"Footer ""Powered By""","Podnožje ""Urađeno Od""",
Footer Based On,Podnožje na osnovu,
Footer Content,Sadržaj Podnožja,
Footer Details,Detalji Podnožja,
Footer HTML,Podnožje HTML,
Footer Image,Slika Podnožja,
Footer Items,Artikli Podnožja,
Footer Logo,Logo Podnožja,
Footer Script,Skripta Podnožja,
Footer Template,Šablon Podnožja,
Footer Template Values,Vrijednosti Šablona Podnožja,
Footer will display correctly only in PDF,Podnožje će se ispravno prikazati samo u PDF-u,
For DocType,Za DocType,
For DocType Link / DocType Action,Za DocType Veza / DocType Radnja,
For Document,Za Dokument,
"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","Za Veze unesi DocType kao raspon.
Za Odabir unesite listu Opcija, svaku u novom redu.",
For User,Za Korisnika,
For Value,Za Vrijednost,
For example: {} Open,Na primjer: {} Otvori,
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>","Za pomoć pogledaj <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">API i primjere Klijentske skriptet</a>",
"For more information, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">click here</a>.","Za više informacija, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">klikni ovdje</a>.",
"For multiple addresses, enter the address on different line. e.g. test@test.com ⏎ test1@test.com","Za više adresa, unesi adresu u drugu liniju. npr. test@test.com ⏎ test1@test.com",
Force,Prisili,
Force Re-route to Default View,Prisili preusmjeravanje na Standard Prikaz,
Force Show,Prisili Prikaz,
Force User to Reset Password,Prisili Korisnika da Poništi Lozinku,
Force Web Capture Mode for Uploads,Prisili Način Web Snimanja za Učitavanje,
Form,Forma,
Form Builder,Alat Razvoja Forme,
Form Dict,Dict Forme,
Form Settings,Postavke Forme,
Form Tour,Predstavljanje Forme,
Form Tour Step,Korak Predstavljanja Forme,
Form URL-Encoded,Forma URL Kodirana,
Format,Format,
Format Data,Format Podataka,
Forward To Email Address,Proslijedi na adresu e-pošte,
Fraction,Razlomak,
Fraction Units,Jedinice Frakcije,
Frappe,Frappe,
Frappe Mail,Frappe Mail,
Frappe Mail Site,Frappe Mail Site,
Frappe Support,Frappe Podrška,
Frequency,Učestalost,
Friday,Petak,
From,Od,
From Date,Od Datuma,
From Date Field,Od Datuma,
From Full Name,Od,
From User,Od korisnika,
Full,Pun,
Full Name,Puno ime,
Full Width,Puna Širina,
Function,Funkcija,
GET,GET,
GMail,Gmail,
GNU Affero General Public License,GNU Affero General Public License,
GNU General Public License,GNU General Public License,
Gantt,Gantt,
Gender,Spol,
Generate Keys,Generiši Ključeve,
Geoapify,Geoapify,
Geolocation,Geolokacija,
Geolocation Settings,Geolokacijske Postavke,
Get Contacts,Preuzmi Kontakte,
Get a preview of generated names with a series.,Preuzmi pregled generisanih imena sa serijom.,
Get notified when an email is received on any of the documents assigned to you.,Primi obavještenje kada primite e-poštu o bilo kojem od dokumenata koji su vam dodijeljeni.,
Get your globally recognized avatar from Gravatar.com,Preuzmi vaš globalno priznati avatar sa Gravatar.com,
Git Branch,Git Branch,
GitHub,GitHub,
Global Search DocType,Globalna Pretraga DocType,
Global Search Settings,Postavke Globalne Pretrage,
Global Unsubscribe,Globalno Otkazivanje Pretplate,
Go to Page,Idi na Stranicu,
Go to this URL after completing the form,Idi na ovaj URL nakon popunjavanja forme,
Google,Google,
Google Analytics ID,Google Analytics ID,
Google Analytics anonymise IP,Google Analytics anonymise IP,
Google Calendar,Google Kalendar,
Google Calendar Event ID,ID Događaja Google Kalendara,
Google Calendar ID,ID Google Kalendara,
Google Contacts,Google Kontakti,
Google Contacts Id,Id Google Kontakata,
Google Drive Picker,Birač Google Diska,
Google Drive Picker Enabled,Birač Google Diska Omogućen,
Google Font,Google Font,
Google Meet Link,Google Meet Veza,
Google Settings,Google Postavke,
Google Snippet Preview,Google Snippet Pregled,
Grant Type,Tip Odobrenja,
Gray,Sivo,
Green,Zeleno,
Grid Page Length,Mreža Dužina Stranice,
Group,Grupiši,
Group By,Grupiši po,
Group By Based On,Grupiši Po Na Osnovu,
Group By Type,Grupiši Po Tipu,
Group Object Class,Objekt Klase Grupe,
HEAD,HEAD,
HERE,OVDJE,
HH:mm,HH:mm,
HH:mm:ss,HH:mm:ss,
HTML,HTML,
HTML Editor,HTML Uređivač,
HTML Page,HTML Stranica,
HTML for header section. Optional,HTML za sekciju zaglavlja. Opcija,
Half,Pola,
Half Yearly,Polugodišnje,
Half-yearly,Polugodišnje,
Handled Emails,Obrađena e-pošta,
Has  Attachment,Ima Prilog,
Has Domain,Ima Domenu,
Has Next Condition,Ima Sljedeći Uslov,
Has Role,Ima Ulogu,
Has Setup Wizard,Ima Guide Podešavanja,
Has Web View,Ima web pregled,
Header,Zaglavlje,
Header HTML,HTML Zaglavlja,
Header Script,Skripta Zaglavlja,
Header and Breadcrumbs,Zaglavlje i Mrvice,
"Header, Robots","Zaglavlje, Roboti",
Headers,Zaglavlja,
Heading,Naslov,
Heatmap,Toplotna karta,
Help,Pomoć,
Help Article,Članak Pomoći,
Help Articles,Članci Pomoći,
Help Category,Kategorija Pomoći,
Help Dropdown,Padajući Meni Pomoći,
Help HTML,HTML Pomoći,
"Help: To link to another record in the system, use ""/app/note/[Note Name]"" as the Link URL. (don't use ""http://"")","Pomoć: Za povezivanje s drugim zapisom u sistemu koristite ""/app/note/[Naziv bilješke]"" kao URL veze. (ne koristi ""http://"")",
Helpful,Korisno,
Helvetica,Helvetica,
Helvetica Neue,Helvetica Neue,
Hidden,Sakriveno,
Hidden Fields,Sakrivena Polja,
Hide,Sakrij,
Hide Block,Sakrij Blok,
Hide Border,Sakrij Obrub,
Hide Buttons,Sakrij Dugmad,
Hide CTA,Sakrij Poziv Na Akciju,
Hide Copy,Sakrij Kopiju,
Hide Custom DocTypes and Reports,Sakrij Prilagođene DocTypes i Izvještaje,
Hide Days,Sakrij Dane,
Hide Descendants,Sakrij Podređene,
Hide Empty Read-Only Fields,Onemogući Prazna Polja Samo za Čitanje,
Hide Login,Sakrij Prijavu,
"Hide Previous, Next and Close button on highlight dialog.","Sakrij Prethodni, Sljedeći i Zatvori dugme u dijaloškom okviru za isticanje.",
Hide Seconds,Sakrij Sekunde,
"Hide Sidebar, Menu, and Comments","Sakrij Bočnu Traku, Meni i Komentare",
Hide Standard Menu,Sakrij Standardni Meni,
Hide descendant records of <b>For Value</b>.,Sakrij podređene zapise <b>Za Vrijednost</b>.,
Hide footer,Sakrij Podnožje,
Hide footer in auto email reports,Onemogući Podnožje u automatskim izvještajima e-pošte,
Hide footer signup,Sakrij prijavu u podnožju,
Hide navbar,Sakrij Navigacijsku Traku,
High,Visoki,
Higher priority rule will be applied first,Prvo će se primijeniti pravilo višeg prioriteta,
Highlight,Istaknuto,
Home,Početna,
Home Page,Početna Stranica,
Home Settings,Početna Postavke,
Hourly,Po Satu,
Hourly Long,Cijeli Sat,
Hourly Maintenance,Satno Održavanje,
Hourly rate limit for generating password reset links,Broj veza koji se mogu kreirati po satu za poništavanje lozinke,
"How should this currency be formatted? If not set, will use system defaults","Kako treba formatirati ovu valutu? Ako nije postavljeno, koristit će se standard postavke sistema",
Human-readable name intended for display to the end user.,Naziv namijenjen je za prikaz krajnjem korisniku.,
ID (name) of the entity whose property is to be set,ID (naziv) entiteta čije svojstvo treba postaviti,
"IDs must contain only alphanumeric characters, not contain spaces, and should be unique.","ID-ovi moraju sadržavati samo alfanumeričke znakove, ne moraju sadržavati razmake i trebaju biti jedinstveni.",
IMAP Details,IMAP Detalji,
IMAP Folder,IMAP Mapa,
IP Address,IP Adresa,
Icon,Ikona,
Icon will appear on the button,Ikona će se pojaviti na dugmetu,
Identity Details,Detalji Identiteta,
Idx,Indeks,
"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User","Ako je označeno Primijeni Striktno Korisničko dopuštenje i definirano je korisničko dopuštenje za DocType za korisnika, tada svi dokumenti u kojima je vrijednost veze prazna neće biti prikazani tom korisniku",
If Checked workflow status will not override status in list view,"Ako je označeno, status radnog toka neće nadjačati status u prikazu liste",
"If checked, all other workflows become inactive.","Ako je odabrano, svi ostali radni tokovi postaju neaktivni.",
"If checked, negative numeric values of Currency, Quantity or Count would be shown as positive","Ako je odabrano, negativne numeričke vrijednosti Valute, Količine ili Broja biće prikazane kao pozitivne",
"If checked, users will not see the Confirm Access dialog.","Ako je označeno, korisnici neće vidjeti dijalog Potvrdi Pristup.",
"If disabled, this role will be removed from all users.","Ako je onemogućena, ova uloga će biti uklonjena sa svih korisnika.",
"If enabled,  user can login from any IP Address using Two Factor Auth, this can also be set for all users in System Settings","Ako je omogućeno, korisnik se može prijaviti s bilo koje IP adrese koristeći Dvofaktorsku Autentifikaciju, to se također može postaviti za sve korisnike u Sistemskim Postavkama",
"If enabled, all responses on the web form will be submitted anonymously","Ako je omogućeno, svi odgovori u web formi bit će dostavljeni anonimno",
"If enabled, all users can login from any IP Address using Two Factor Auth. This can also be set only for specific user(s) in User Page","Ako je omogućeno, svi korisnici se mogu prijaviti sa bilo koje IP adrese koristeći Dvofaktosku Autetifikaciju. Ovo se također može podesiti samo za određene korisnike na korisničkoj stranici",
"If enabled, changes to the document are tracked and shown in timeline","Ako je omogućeno, promjene u dokumentu se prate i prikazuju na vremenskoj liniji",
"If enabled, document views are tracked, this can happen multiple times","Ako je omogućeno, pregledi dokumenata se prate, to se može dogoditi više puta",
"If enabled, the document is marked as seen, the first time a user opens it","Ako je omogućeno, dokument se označava kao viđen, kada ga korisnik prvi put otvori",
"If enabled, the notification will show up in the notifications dropdown on the top right corner of the navigation bar.","Ako je omogućeno, obavještenje će se pojaviti u padajućem izborniku obavještenja u gornjem desnom uglu navigacijske trake.",
"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 1 being very weak and 4 being very strong.","Ako je omogućeno, jačina lozinke će biti nametnuta na osnovu minimalne vrijednosti lozinke. Vrijednost 1 je vrlo slaba, a 4 vrlo jaka.",
"If enabled, users who login from Restricted IP Address, won't be prompted for Two Factor Auth","Ako je omogućeno, korisnici koji se prijavljuju s ograničene IP adrese neće biti upitani za Dvofaktorsku Autentifikaciju",
"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.","Ako je omogućeno, korisnici će biti obaviješteni svaki put kada se prijave. Ako nije omogućeno, korisnici će biti obaviješteni samo jednom.",
"If left empty, the default workspace will be the last visited workspace","Ako ostane prazno, standard radni prostor bit će posljednji posjećeni radni prostor",
If non standard port (e.g. 587),Ako nije standardni port (npr. 587),
"If non standard port (e.g. 587). If on Google Cloud, try port 2525.","Ako nije standardni port (npr. 587). Ako se koristi Google Cloud, pokušaj s portom 2525.",
"If non-standard port (e.g. POP3: 995/110, IMAP: 993/143)","Ako nije standardani port (npr. POP3: 995/110, IMAP: 993/143)",
"If not set, the currency precision will depend on number format","Ako nije postavljeno, preciznost valute zavisiće o formatu broja",
"If set, only user with these roles can access this chart. If not set, DocType or Report permissions will be used.","Ako je postavljeno, samo korisnik sa ovim ulogama može pristupiti ovom grafikonu. Ako nije postavljeno, koristit će se dozvole DocType ili Izvještaj.",
"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop","Ako korisnik ima odabranu bilo koju ulogu, tada korisnik postaje ""Korisnik Sistema"". ""Korisnik Sistema"" ima pristup radnoj površini",
"If unchecked, the value will always be re-fetched on save.","Ako nije označeno, vrijednost će se uvijek ponovo preuzeti prilikom spremanja.",
If user is the owner,Ako je korisnik vlasnik,
"If you set this, this Item will come in a drop-down under the selected parent.","Ako ovo postaviš, pojaviće se unos u padajućem meniju nadređenog procesa.",
"If your CSV uses a different delimiter, add that character here, ensuring no spaces or additional characters are included.","Ako vaš CSV koristi drugačiji razdjelnik, dodajte taj znak ovdje, pazeći da nema razmaka ili dodatnih znakova.",
"If your data is in HTML, please copy paste the exact HTML code with the tags.","Ako su vaši podaci u HTML-u, kopirajte i zalijepite tačan HTML kod sa oznakama.",
Ignore User Permissions,Zanemari Korisničke Dozvole,
Ignore XSS Filter,Zanemari XSS Filter,
Ignore attachments over this size,Zanemari priloge veće od ove veličine,
Ignored Apps,Ignorisane Aplikacije,
Image,Slika,
Image Field,Polje Slike,
Image Height,Visina Slike,
Image Link,Veza Slike,
Image Width,Širina Slike,
Impersonate,Oponašaj,
Implicit,Implicitno,
Import,Uvoz,
Import File,Uvezi Datoteku,
Import File Errors and Warnings,Greške i Upozorenja pri Uvozu Datoteka,
Import Log,Dnevnik uvoza,
Import Log Preview,Pregled Zapisnika Uvoza,
Import Preview,Pregled Uvoza,
Import Type,Tip Uvoza,
Import Warnings,Import Upozorenja,
Import from Google Sheets,Importiraj iz Google Sheets,
In Days,U Danima,
In Filter,U Filteru,
In Global Search,U Globalnoj Pretrazi,
In List Filter,U Filteru Liste,
In List View,U Prikazu Liste,
In Preview,U Pregledu,
In Reply To,U Odgovoru,
In Standard Filter,U Standardnom Filteru,
In points. Default is 9.,U Pixelima. Standard je 9.,
In seconds,U sekundama,
Inbox,Pristigla Pošta,
Inbox User,Korisnik Pristigle Pošte,
Include Name Field,Uključi Polje Naziva,
Include Search in Top Bar,Uključi Pretragu u Gornju Traku,
Include Web View Link in Email,Uključi Web Pregled vezu u e-poštu,
Incoming,Dolazeći,
Incoming (POP/IMAP) Settings,Dolazne (POP/IMAP) Postavke,
Incoming Emails (Last 7 days),Dolazna e-pošta (posljednjih 7 dana),
Incoming Server,Dolazni Server,
Incoming Settings,Dolazne Postavke,
Index,Indeks,
Index Web Pages for Search,Indeksiraj Web Stranice za Pretragu,
Indexing authorization code,Autorizacijski kod za indeksiranje,
Indexing refresh token,Token za osvježavanje indeksiranja,
Indicator,Pokazatelj,
Indicator Color,Boja Indikatora,
Info,Info,
Initial Sync Count,Početni Broj Sinkronizacije,
InnoDB,InnoDB,
Input existing role name if you would like to extend it with access of another role.,Unesi ime postojeće uloge ako želite da je proširite pristupom druge uloge.,
Insert After,Umetni Poslije,
Insert New Records,Ubaci Nove Zapise,
Insert Style,Umetni Stil,
Installed Application,Instalirana Aplikacija,
Installed Applications,Instalirane Aplikacije,
Instructions,Uputstva,
Int,Cijeli Broj,
Integration Request,Zahtjev Integracije,
Integrations,Integracije,
Integrations can use this field to set email delivery status,Integracije mogu koristiti ovo polje za postavljanje statusa isporuke e-pošte,
Inter,Inter,
Interests,Interesi,
Intermediate,Srednji,
Internal record of document shares,Interni zapsi djeljenja dokumenata,
Intro Video URL,URL Uvodnog Videa,
Introduce your company to the website visitor.,Predstavite svoju kompaniju posjetitelju web stranice.,
Introduction,Uvod,
Introductory information for the Contact Us Page,Uvodne informacije za stranicu Kontaktirajte nas,
Introspection URI,Introspekcija URI,
Invalid,Nevažeći,
Inverse,Obrnuto,
Is Active,Aktivan,
Is Attachments Folder,Je Mapa Priloga,
Is Billing Contact,Faktura Kontakt,
Is Calendar and Gantt,Je Kalendar i Gantt,
Is Child Table,Je Podređena Tabela,
Is Complete,Je Završeno,
Is Completed,Je Završeno,
Is Custom,Je Prilagođeno,
Is Custom Field,Je Prilagođeno Polje,
Is Default,Standard,
Is Dynamic URL?,Je Dinamički URL?,
Is Folder,Je Mapa,
Is Hidden,Je Skriveno,
Is Home Folder,Je Početna Mapa,
Is Mandatory Field,Je Obavezno Polje,
Is Optional State,Je Opciono Stanje,
Is Primary,Je Primarno,
Is Primary Contact,Je Primarni Kontakt,
Is Primary Mobile,Je Primarni Mobilni,
Is Primary Phone,Je Primarni Telefon,
Is Private,Je Privatno,
Is Public,Je Javno,
Is Published Field,Je Objavljeno Polje,
Is Query Report,Je Izvještaj Upita,
Is Remote Request?,Je Daljinski Zahtjev?,
Is Setup Complete?,Je li Podešavanje Završeno?,
Is Single,Je Sam,
Is Skipped,Je Preskočen,
Is Spam,Je Neželjena Pošta,
Is Standard,Standard,
Is Submittable,Je Podnošljiv,
Is System Generated,Sistem Generisno,
Is Table,Je Tabela,
Is Table Field,Je Polje Tabele,
Is Tree,Je Stablo,
Is Unique,Je Unikatno,
Is Virtual,Je Virtualan,
Is Your Company Address,Adresa Vaše Kompanije,
Is standard,Je Standard,
Item Label,Oznaka Artikla,
Item Type,Tip Artikla,
JS,JS,
JS Message,JS Poruka,
JSON,JSON,
JSON Request Body,JSON Tijelo Zahtjeva,
JavaScript,JavaScript,
JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript format: frappe.query_reports['REPORTNAME'] = {},
Javascript,JavaScript,
Jinja,Jinja,
Job ID,ID Posla,
Job Id,Id Posla,
Job Info,Informacije Posla,
Job Name,Naziv Posla,
Job Status,Status Posla,
Kanban,Oglasna Tabla,
Kanban Board,Oglasna Tabla,
Kanban Board Column,Kolona Oglasne Table,
Kanban Board Name,Naziv Oglasne Table,
Keep track of all update feeds,Pratite sve feedove ažuriranja,
Keeps track of all communications,Prati Konverzaciju,
Key,Ključ,
Keyboard Shortcuts,Prečice Tastature,
Keycloak,Keycloak,
Knowledge Base Contributor,Saradnik Baze Znanja,
Knowledge Base Editor,Uređivač Baze Znanja,
LDAP Auth,LDAP Auth,
LDAP Custom Settings,LDAP Prilagođene Postavke,
LDAP Email Field,LDAP Polje e-pošte,
LDAP First Name Field,LDAP Polje Imena,
LDAP Group,LDAP Grupa,
LDAP Group Field,LDAP Polje Grupe,
LDAP Group Mapping,LDAP Mapiranje Grupe,
LDAP Group Mappings,LDAP Grupna Mapiranja,
LDAP Group Member attribute,LDAP Atribut Člana Grupe,
LDAP Last Name Field,LDAP Polje Prezimena,
LDAP Middle Name Field,LDAP Polje Srednjeg Imena,
LDAP Mobile Field,LDAP Polje Mobilnog,
LDAP Phone Field,LDAP Telefonsko Polje,
LDAP Search String,LDAP Niz Pretraživanja,
LDAP Search and Paths,LDAP Pretraga i Putanje,
LDAP Security,LDAP Sigurnost,
LDAP Server Settings,LDAP Postavke Servera,
LDAP Server Url,LDAP URL Servera,
LDAP Settings,LDAP Postavke,
LDAP User Creation and Mapping,LDAP Kreiranje i Mapiranje Korisnika,
LDAP Username Field,LDAP Polje Korisničkog Imena,
LDAP search path for Groups,LDAP Put Pretraživanja za Grupe,
LDAP search path for Users,LDAP put pretraživanja za Korisnike,
Label,Oznaka,
Label Help,Pomoć za Oznake,
Label and Type,Oznaka i Tip,
Landing Page,Početna Stranica,
Language,Jezik,
Language Code,Kod Jezika,
Language Name,Naziv Jezika,
Last 10 active users,Zadnjih 10 aktivnih korisnika,
Last Active,Zadnja Aktivnost,
Last Execution,Zadnje Izvršavanje,
Last Heartbeat,Zadnji Otkucaji,
Last IP,Zadnji IP,
Last Known Versions,Posljednja Poznate Verzije,
Last Login,Zadnja Prijava,
Last Month,Prošli Mjesec,
Last Name,Prezime,
Last Password Reset Date,Poslednji Datum Poništavanja Lozinke,
Last Quarter,Prošli Kvartal,
Last Reset Password Key Generated On,Ključ Poništavanje Lozinke je zadnji put generisan,
Last Run,Zadnje Izvođenje,
Last Sync On,Zadnja Sinhronizacija,
Last Synced At,Zadnja Sinhronizacija,
Last Synced On,Zadnja Sinhronizacija,
Last User,Zadnji Korisnik,
Last Week,Prošle Sedmice,
Last Year,Prošle Godine,
Lead Conversion Time,Vrijeme Konverzije Potencijalnog Klijenta,
Leave blank to repeat always,Ostavite prazno da se uvijek ponavlja,
Ledger,Registar,
Left,Lijevo,
Left Bottom,Lijevo Dno,
Left Center,Lijevo Centar,
Legal,Pravno,
Length,Dužine,
Letter,Pismo,
Letter Head,Zaglavlje,
Letter Head Based On,Zaglavlje Pisma na Osnovu,
Letter Head Image,Slika Zaglavlja,
Letter Head Name,Naziv Zaglavlja,
Letter Head in HTML,Zaglavlje u HTML-u,
Level,Nivo,
License,Licenca,
License Type,Tip Licence,
Light,Svijetlo,
Light Blue,Svijetlo Plava,
Light Color,Svijetla Boja,
Like,Lajk,
Like limit,Ograničenje Lajkova,
Like limit per hour,Ograničenje lajkova po satu,
Likes,Sviđanja,
Limit,Ograniči,
Line,Linija,
Link,Veza,
Link Cards,Kartice Veza,
Link Count,Broj Veza,
Link Details,Detalji Veze,
Link DocType,DocType Veza,
Link Document Type,Veza Tipa Dokumenta,
Link Field Results Limit,Ograničenje Rezultata Polja Veze,
Link Fieldname,Naziv Polja Veze,
Link Filters,Filteri Veza,
Link Name,Naziv Veze,
Link Title,Naziv Veze,
Link To,Poveži Sa,
Link Type,Tip Veze,
"Link that is the website home page. Standard Links (home, login, products, blog, about, contact)","Veza koja je početna stranica web stranice. Standardni linkovi (početna, prijava, proizvodi, blog, o, kontakt)",
Link to the page you want to open. Leave blank if you want to make it a group parent.,Veza do stranice koju želite otvoriti. Ostavite prazno ako želite da bude nadređena grupe.,
Linked,Povezano,
Links,Veze,
List,Lista,
List / Search Settings,Lista / Postavke Pretrage,
List Columns,Izlistaj Kolone,
List Filter,Filter Liste,
List Settings,Postavke Liste,
List View Settings,Postavke Prikaza Liste,
"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","Izlistaj kao [{""label"": _(""Jobs""), ""route"":""jobs""}]",
"List of email addresses, separated by comma or new line.","Lista adresa e-pošte, odvojenih zarezom ili novim redom.",
List of patches executed,Lista izvršenih zakrpa,
List setting message,Poruka podešavanja liste,
Load Balancing,Load Balancing,
Location,Lokacija,
Log,Zapisnik,
Log API Requests,Zapisuj API Zahtjeve,
Log Data,Podaci Zapisnika,
Log DocType,DocType Registra Sistema,
Log Index,Indeks Zapisnika,
Log Setting User,Korisnik Postavki Zapisnika,
Log Settings,Postavke Zapisnika,
Log out,Odjava,
Login,Prijave,
