Existing Role,Postojeća uloga,
Expert,Ekspert,
Expiration time,Vreme isteka,
Expire Notification On,Istek obaveštenja na,
Expired,Isteklo,
Expires In,Ističe u,
Expires On,Ističe na,
Expiry time of QR Code Image Page,Vreme isteka stranica sa QR kodom,
Export,Izvoz,
Export From,Izvoz iz,
Export the data without any header notes and column descriptions,Izvoz podataka bez napomena u zaglavlju i opisu kolona,
Export without main header,Izvoz bez glavnog zaglavlja,
Expose Recipients,Izloži primaoce,
Expression,Izraz,
Expression (old style),Izraz (istorijski stil),
"Expression, Optional","Izraz, opciono",
External Link,Eksterni link,
Extra Parameters,Dodatni parametri,
Facebook,Facebook,
Fail,Neuspeh,
Failed,Neuspešno,
Failed Emails,Neuspešn imejlovi,
Failed Job Count,Broj neuspelih zadataka,
Failed Jobs,Neuspešni zadaci,
Failed Logins (Last 30 days),Neuspešne prijave (poslednjih 30 dana),
Failing Scheduled Jobs (last 7 days),Neuspešni zakazani zadaci (poslednjih 7 dana),
Failure Rate,Stopa neuspeha,
FavIcon,FavIcon,
Fax,Faks,
Featured,Istaknuto,
Fetch From,Preuzmi iz,
Fetch on Save if Empty,Preuzmi pri čuvanju ukoliko je prazno,
Field,Polje,
Field Description,Opis polja,
Field Name,Naziv polja,
Field Type,Vrsta polja,
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Polje koje predstavlja stanje radnog toka transakcije (ukoliko polje nije prisutno, biće kreirano novo skriveno prilagođeno polje)",
Field to Track,Polje za praćenje,
Fieldname,Naziv polja,
Fields,Polja,
Fields Multicheck,Polja za više označavanja,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","Polja odvojena zarezom (,) biće uključena u listu ""Pretraži po"" u dijalogu za pretragu",
Fieldtype,Vrsta polja,
File,Fajl,
File Information,Informacije o fajlu,
File Name,Naziv fajla,
File Size,Veličina fajla,
File Storage,Skladištenje fajla,
File Type,Vrsta fajla,
File URL,URL fajla,
Files,Fajlovi,
Filter Data,Filter podataka,
Filter List,Filter liste,
Filter Meta,Filter metapodataka,
Filter Name,Filter naziva,
Filter Values,Filter vrednosti,
Filtered By,Filtrirano po,
Filters,FIlteri,
Filters Configuration,Konfiguracija filtera,
Filters Display,Prikaz filtera,
Filters JSON,JSON filtera,
Filters Section,Odeljak filtera,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","Filteri će biti dostupni putem <code>filtera</code>. <br><br>Pošalji izlaz kao <code>result = [result]</code>, ili za istorijski stil <code>data = [columns], [result]</code>",
Finished,Završeno,
Finished At,Završeno u,
First Day of the Week,Prvi dan u nedelji,
First Name,Ime,
First Success Message,Prva poruka o uspehu,
Flag,Zastava,
Float,Decimalni broj,
Float Precision,Preciznost decimale,
Fold,Sklopi,
Folder,Datoteka,
Folder Name,Naziv datoteke,
Folio,Folio,
Font,Font,
Font Properties,Svojstva fonta,
Font Size,Veličina fonta,
Fonts,Fontovi,
Footer,Podnožje,
"Footer ""Powered By""","Podnožje ""Omogućeno od strane""",
Footer Based On,Podnožje zasnovano na,
Footer Content,Sadržaj podnožja,
Footer Details,Detalji podnožja,
Footer HTML,HMTL podnožja,
Footer Image,Slika podnožja,
Footer Items,Stavke podnožja,
Footer Logo,Logo podnožja,
Footer Script,Skripta podnožja,
Footer Template,Šablon podnožja,
Footer Template Values,Vrednosti šablona podnožja,
Footer will display correctly only in PDF,Podnožje će ispravno prikazati samo u PDF formatu,
For DocType,Za DocType,
For DocType Link / DocType Action,Za DocType link / DocType radnju,
For Document,Za dokument,
"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","Za linkove, unesite DocType kao opseg.
Za izbor, unesite listu opciju, svaku u novom redu.",
For User,Za korisnika,
For Value,Za vrednost,
For example: {} Open,Na primer: {} otvoren,
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>","Za pomoć pogledajte <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">API za klijentske skripte i primeri</a>",
"For more information, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">click here</a>.","Za više informacija , <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">kliknite ovde</a>.",
"For multiple addresses, enter the address on different line. e.g. test@test.com ⏎ test1@test.com","Za više adresa, unesite adrese u različitim redovima, na primer e.g. test@test.com ⏎ test1@test.com",
Force,Prisiliti,
Force Re-route to Default View,Prisilno preusmeravanje na podrazumevani prikaz,
Force Show,Prisilno prikazivanje,
Force User to Reset Password,Prisiliti korisnika da resetuje lozinku,
Force Web Capture Mode for Uploads,Zahtevaj snimanje putem veb-kamere prilikom otpremanja,
Form,Obrazac,
Form Builder,Uređivač obrazaca,
Form Dict,Rečnik obrazaca,
Form Settings,Podešavanje obrasca,
Form Tour,Obilazak obrazaca,
Form Tour Step,Korak u obilasku obrazaca,
Form URL-Encoded,URL-kodiran obrazac,
Format,Format,
Format Data,Formatiraj podatke,
Forward To Email Address,Prosledi na imejl adresu,
Fraction,Frakcija,
Fraction Units,Jedinica frakcije,
Frappe,Frappe,
Frappe Mail,Frappe Mail,
Frappe Mail Site,Frappe imejl sajt,
Frappe Support,Frappe podrška,
Frequency,Učestalost,
Friday,Petak,
From,Od,
From Date,Datum početka,
From Date Field,Polje za datum početka,
From Full Name,Od imena i prezimena,
From User,Od korisnika,
Full,Cela stranica,
Full Name,Ime i prezime,
Full Width,Puna širina,
Function,Funkcija,
GET,GET,
GMail,GMail,
GNU Affero General Public License,GNU Affero General Public License,
GNU General Public License,GNU General Public License,
Gantt,Gantogram,
Gender,Rod,
Generate Keys,Generiši ključeve,
Geoapify,Geoapify,
Geolocation,Geolokacija,
Geolocation Settings,Podešavanje geolokacije,
Get Contacts,Preuzmi kontakte,
Get a preview of generated names with a series.,Prikaži pregled generisanih naziva sa serijom.,
Get notified when an email is received on any of the documents assigned to you.,Budite obavešteni kada stigne imejl vezan za bilo koji dokument dodeljen Vama.,
Get your globally recognized avatar from Gravatar.com,Preuzmite svoj globalno prepoznatljiv avatar sa Gravatar.com,
Git Branch,Git grana,
GitHub,GitHub,
Global Search DocType,Vrsta dokumenta za globalnu pretragu,
Global Search Settings,Podešavanje globalne pretrage,
Global Unsubscribe,Globalno otkazivanje pretplate,
Go to Page,Idi na stranicu,
Go to this URL after completing the form,Idite na ovu URL adresu nakon što završite obrazac,
Google,Google,
Google Analytics ID,Google Analytics ID,
Google Analytics anonymise IP,Anonimizuj IP adresu u Google Analytics,
Google Calendar,Google Calendar,
Google Calendar Event ID,ID događaja u Google Calendar,
Google Calendar ID,Google Calendar ID,
Google Contacts,Google Contacts,
Google Contacts Id,Google Contacts Id,
Google Drive Picker,Google Drive Picker,
Google Drive Picker Enabled,Google Drive Picker omogućen,
Google Font,Google Font,
Google Meet Link,Google Meet Link,
Google Settings,Google podešavanja,
Google Snippet Preview,Pregled Google Snippet-a,
Grant Type,Vrsta odobrenja,
Gray,Siva,
Green,Zelena,
Grid Page Length,Dužina stranice tabele,
Group,Grupa,
Group By,Grupisano po,
Group By Based On,Grupisano po je zasnovano na,
Group By Type,Vrsta Grupisano po,
Group Object Class,Grupa klase objekta,
HEAD,HEAD,
HERE,OVDE,
HH:mm,HH:mm,
HH:mm:ss,HH:mm:ss,
HTML,HTML,
HTML Editor,Uređivač HTML,
HTML Page,HTML stranica,
HTML for header section. Optional,HTML za odeljak zaglavlja. Opciono,
Half,Polovina,
Half Yearly,Polugodišnji,
Half-yearly,Polugodišnji,
Handled Emails,Obrađeni imejlovi,
Has  Attachment,Poseduje prilog,
Has Domain,Poseduje domen,
Has Next Condition,Poseduje sledeći uslov,
Has Role,Poseduje ulogu,
Has Setup Wizard,Sadrži čarobnjak za postavke,
Has Web View,Poseduje veb-prikaz,
Header,Zaglavlje,
Header HTML,HTML zaglavlje,
Header Script,Skripta za zaglavlje,
Header and Breadcrumbs,Zaglavlje i breadcrumb,
"Header, Robots","Zaglavlje, roboti",
Headers,Zaglavlja,
Heading,Naslov,
Heatmap,Toplotna mapa,
Help,Pomoć,
Help Article,Pomoćni članak,
Help Articles,Pomoćni članci,
Help Category,Kategorija pomoći,
Help Dropdown,Padajući meni za pomoć,
Help HTML,HTML pomoć,
"Help: To link to another record in the system, use ""/app/note/[Note Name]"" as the Link URL. (don't use ""http://"")","Pomoć: da biste povezali sa drugim zapisom u sistemu, koristite ""/app/note/[Naziv beleške]"" kao URL veze.(nemojte koristiti ""http://"")",
Helpful,Korisno,
Helvetica,Helvetica,
Helvetica Neue,Helvetica Neue,
Hidden,Sakriveno,
Hidden Fields,Sakrivena polja,
Hide,Sakrij,
Hide Block,Sakrij blok,
Hide Border,Sakrij granicu,
Hide Buttons,Sakrij dugmad,
Hide CTA,Sakrij poziv na radnju,
Hide Copy,Sakrij kopiju,
Hide Custom DocTypes and Reports,Sakrij prilagođenje DocType-ove i izveštaje,
Hide Days,Sakrij dane,
Hide Descendants,Sakrij potomke,
Hide Empty Read-Only Fields,Sakrij prazna polja koja su isključivo za pregled,
Hide Login,Sakrij prijavljivanje,
"Hide Previous, Next and Close button on highlight dialog.","Sakrij dugme Prethodno, Sledeće i Zatvori u dijalogu za isticanje.",
Hide Seconds,Sakrij sekunde,
"Hide Sidebar, Menu, and Comments","Sakrij bočnu traku, meni i komentare",
Hide Standard Menu,Sakrij standardni meni,
Hide descendant records of <b>For Value</b>.,Sakrij potomke zapisa za <b>Vrednost</b>.,
Hide footer,Sakrij podnožje,
Hide footer in auto email reports,Sakrij podnožje u automatskim imejl izveštajima,
Hide footer signup,Sakrij podnožje prilikom registracije,
Hide navbar,Sakrij navigacionu traku,
High,Visok,
Higher priority rule will be applied first,Pravilo sa višim prioritetom biće primenjeno prvo,
Highlight,Istaknuto,
Home,Početna stranica,
Home Page,Početna stranica,
Home Settings,Podešavanje početne stranice,
Hourly,Po času,
Hourly Long,Tokom svakog časa,
Hourly Maintenance,Održavanje na svakih sat vremena,
Hourly rate limit for generating password reset links,Ograničenje po času za generisanje linkova za resetovanje lozinke,
"How should this currency be formatted? If not set, will use system defaults","Kako treba da se formatira ova valuta? Ukoliko nije podešeno, koristiće se podrazumevane vrednosti sistema",
Human-readable name intended for display to the end user.,Ljudski čitljiv naziv namenjen za prikazivanje krajnjem korisniku.,
ID (name) of the entity whose property is to be set,ID (naziv) entiteta kojem se postavlja svojstvo,
"IDs must contain only alphanumeric characters, not contain spaces, and should be unique.","ID-ovi moraju sadržati samo alfanumeričke karaktere, ne smeju sadržati razmake i moraju biti jedinstveni.",
IMAP Details,IMAP detalji,
IMAP Folder,IMAP datoteka,
IP Address,IP adresa,
Icon,Ikonica,
Icon will appear on the button,Ikonica će se prikazati na dugmetu,
Identity Details,Detalji identiteta,
Idx,Idx,
"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User","Ukoliko je opcija primeni stroge korisničke dozvole označena i korisnička dozvola je definisana za neki DocType za korisnika, svi dokumentu u kojima je vrednost linka prazna, neće biti prikazani tom korisniku",
If Checked workflow status will not override status in list view,Ukoliko je označeno status radnog toka neće zameniti status u prikazu liste,
"If checked, all other workflows become inactive.","Ukoliko je označeno, svi ostali radni tokovi postaju neaktivni.",
"If checked, negative numeric values of Currency, Quantity or Count would be shown as positive","Ukoliko je označeno, negativne numeričke vrednosti za valutu, količinu ili broj prikazaće se kao pozitivne",
"If checked, users will not see the Confirm Access dialog.","Ukoliko je označeno, korisnicima se neće prikazati dijalog za potvrdu pristupa.",
"If disabled, this role will be removed from all users.","Ukoliko je onemogućeno, ova uloga će biti uklonjena svim korisnicima.",
"If enabled,  user can login from any IP Address using Two Factor Auth, this can also be set for all users in System Settings","Ukoliko je omogućeno, korisnik može da se prijavi sa bilo koje IP adrese koristeći dvofaktorsku autentifikaciju, ovo se takođe može podesiti za sve korisnike u sistemskim podešavanjima",
"If enabled, all responses on the web form will be submitted anonymously","Ukoliko je omogućeno, svi odgovori na veb-obrascu biće podneti anonimno",
"If enabled, all users can login from any IP Address using Two Factor Auth. This can also be set only for specific user(s) in User Page","Ukoliko je omogućeno, svi korisnici mogu da se prijave sa bilo koje IP adrese koristeći dvofaktorsku autentifikaciju. Ovo se može podesiti i samo za određene korisnike na stranici korisnika",
"If enabled, changes to the document are tracked and shown in timeline","Ukoliko je omogućeno, izmene dokumenata se prate i prikazuju u vremenskom redosledu",
"If enabled, document views are tracked, this can happen multiple times","Ukoliko je omogućeno, pregledi dokumenta se prate i mogu se beležiti više puta",
"If enabled, the document is marked as seen, the first time a user opens it","Ukoliko je omogućeno, dokument će biti označen kao pregledan prilikom prvog otvaranja od strane korisnika",
"If enabled, the notification will show up in the notifications dropdown on the top right corner of the navigation bar.","Ukoliko je omogućeno, obaveštenje će se prikazati u padajućem meniju obaveštenja u gornjem desnom uglu navigacione trake.",
"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 1 being very weak and 4 being very strong.","Ukoliko je omogućeno, jačina lozinke će biti primenjena na osnovu minimalne ocene jačine lozinke. Vrednost 1 znači veoma slaba, a 4 veoma jaka lozinka.",
"If enabled, users who login from Restricted IP Address, won't be prompted for Two Factor Auth","Ukoliko je omogućeno, korisnici koji se prijavljuju sa ograničenih IP adresa neće biti upitani za dvofaktorsku autentifikaciju.",
"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.","Ukoliko je omogućeno, korisnici će biti obavešteni svaki put kada se prijave. Ukoliko nije omogućeno, biće obavešteni samo jednom.",
"If left empty, the default workspace will be the last visited workspace","Ukoliko je ostavljeno prazno, podrazumevani radni prostor će biti poslednji posećeni radni prostor",
If non standard port (e.g. 587),Ukoliko je u pitanju nestandardni port (npr. 587),
"If non standard port (e.g. 587). If on Google Cloud, try port 2525.","Ukoliko je u pitanju nestandardni port (npr. 587). Ukoliko ste na Google Cloud-u, pokušajte port 2525.",
"If non-standard port (e.g. POP3: 995/110, IMAP: 993/143)","Ukoliko je u pitanju nestandardni port (npr. POP3: 995/110, IMAP: 993/143)",
"If not set, the currency precision will depend on number format","Ukoliko nije podešeno, preciznost valute će zavisiti od formata broja",
"If set, only user with these roles can access this chart. If not set, DocType or Report permissions will be used.","Ukoliko je podešeno, samo korisnici sa ovim ulogama mogu pristupiti ovom grafikonu. Ukoliko nije podešeno, koristiće se dozvole iz DocType-a ili izveštaja.",
"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop","Ukoliko korisnik ima označenu bilo koju ulogu, postaje ""Sistemski korisnik"". ""Sistemski korisnik"" ima pristup radnoj površini",
"If unchecked, the value will always be re-fetched on save.","Ukoliko nije označeno, vrednost će uvek biti ponovo preuzeta prilikom čuvanja.",
If user is the owner,Ukoliko je korisnik vlasnik,
"If you set this, this Item will come in a drop-down under the selected parent.","Ukoliko ovo postavite, ova stavka će se pojaviti u padajućem meniju ispod izabranog matičnog entiteta.",
"If your CSV uses a different delimiter, add that character here, ensuring no spaces or additional characters are included.","Ukoliko Vaš CSV koristi drugačiji razdelnik, unesite taj karakter ovde, pazeći da ne uključite razmake ili dodatne karaktere.",
"If your data is in HTML, please copy paste the exact HTML code with the tags.","Ukoliko su Vaši podaci u HTML formatu, molimo Vas da kopirate i nalepite tačan HTML kod sa svim oznakama.",
Ignore User Permissions,Ignoriši korisničke dozvole,
Ignore XSS Filter,Ignoriši XSS filter,
Ignore attachments over this size,Ignoriši priloge veće od ove veličine,
Ignored Apps,Ignorisane aplikacije,
Image,Slika,
Image Field,Polje slike,
Image Height,Visina slike,
Image Link,Link slike,
Image Width,Širina slike,
Impersonate,Zameni identitet,
Implicit,Implicitno,
Import,Uvoz,
Import File,Uvezi datoteku,
Import File Errors and Warnings,Greške i upozorenja pri uvozu datoteke,
Import Log,Evidencija uvoza podataka,
Import Log Preview,Pregled evidencije uvoza podataka,
Import Preview,Pregled uvoza,
Import Type,Vrsta uvoza,
Import Warnings,Upozorenja pri uvozu,
Import from Google Sheets,Uvezi iz Google Sheets,
In Days,U danima,
In Filter,U filteru,
In Global Search,U globalnoj pretrazi,
In List Filter,U filteru liste,
In List View,U prikazu liste,
In Preview,U pregledu,
In Reply To,Kao odgovor na,
In Standard Filter,U standardnom filteru,
In points. Default is 9.,U poenima. Podrazumevana vrednost je 9.,
In seconds,U sekundama,
Inbox,Prijemna pošta,
Inbox User,Korisnik prijemne pošte,
Include Name Field,Uključi naziv polja,
Include Search in Top Bar,Uključi pretragu u gornjoj traci,
Include Web View Link in Email,Uključi link ka veb-prikazu u imejlu,
Incoming,Dolazno,
Incoming (POP/IMAP) Settings,Podešavanje ulazne pošte (POP/IMAP),
Incoming Emails (Last 7 days),Ulazni imejlovi (poslednjih 7 dana),
Incoming Server,Ulazni server,
Incoming Settings,Podešavanje ulaza,
Index,Indeks,
Index Web Pages for Search,Indeksiraj veb-stranice za pretragu,
Indexing authorization code,Indeksiranje autorizacionog koda,
Indexing refresh token,Indeksiranje tokena za osvežavanje,
Indicator,Indikator,
Indicator Color,Boja indikatora,
Info,Informacija,
Initial Sync Count,Broj početnih sinhronizacija,
InnoDB,InnoDB,
Input existing role name if you would like to extend it with access of another role.,Unesite postojeći naziv uloge ukoliko želite da je proširite pristupom druge uloge.,
Insert After,Unesi nakon,
Insert New Records,Unesite nove zapise,
Insert Style,Unesi stil,
Installed Application,Instalirana aplikacija,
Installed Applications,Instalirane aplikacije,
Instructions,Uputstva,
Int,Ceo broj,
Integration Request,Zahtev za integraciju,
Integrations,Integracije,
Integrations can use this field to set email delivery status,Integracije mogu koristiti ovo polje za postavljanje statusa isporuke imejla,
Inter,Inter,
Interests,Interesovanja,
Intermediate,Srednje,
Internal record of document shares,Interna evidencija deljenja dokumenata,
Intro Video URL,URL uvodnog video-snimka,
Introduce your company to the website visitor.,Predstavite svoju kompaniju posetiocima sajta.,
Introduction,Uvod,
Introductory information for the Contact Us Page,Uvodne informacije za stranicu Kontaktirajte nas,
Introspection URI,Introspection URI,
Invalid,Nevažeće,
Inverse,Obrnuto,
Is Active,Aktivno,
Is Attachments Folder,Datoteka priloga,
Is Billing Contact,Kontakt za fakturisanje,
Is Calendar and Gantt,Kalendar i gantogram,
Is Child Table,Zavisna tabela,
Is Complete,Završeno,
Is Completed,Završeno,
Is Custom,Prilagođeno,
Is Custom Field,Prilagođeno polje,
Is Default,Podrazumevano,
Is Dynamic URL?,Dinamički URL?,
Is Folder,Datoteka,
Is Hidden,Sakriveno,
Is Home Folder,Datoteka početne stranice,
Is Mandatory Field,Obavezno polje,
Is Optional State,Opciono stanje,
Is Primary,Primarno,
Is Primary Contact,Primarni kontakt,
Is Primary Mobile,Primarni mobilni telefon,
Is Primary Phone,Primarni telefon,
Is Private,Privatno,
Is Public,Javno,
Is Published Field,Objavljeno polje,
Is Query Report,Upitni izveštaj,
Is Remote Request?,Udaljeni zahtev?,
Is Setup Complete?,Da li je postavka završena?,
Is Single,Jedinstveni zapis,
Is Skipped,Preskočeno,
Is Spam,Neželjeno,
Is Standard,Standardno,
Is Submittable,Moguće podneti,
Is System Generated,Sistemski generisano,
Is Table,Tabela,
Is Table Field,Polje tabele,
Is Tree,Stablo,
Is Unique,Jedinstveno,
Is Virtual,Virtuelno,
Is Your Company Address,Adresa Vaše kompanije,
Is standard,Standardno,
Item Label,Oznaka stavke,
Item Type,Vrsta stavke,
JS,JS,
JS Message,JS poruka,
JSON,JSON,
JSON Request Body,JSON telo zahteva,
JavaScript,JavaScript,
JavaScript Format: frappe.query_reports['REPORTNAME'] = {},Format JavaScript-a: frappe.query_reports['NAZIVIZVEŠTAJA'] = {},
Javascript,Javascript,
Jinja,Jinja,
Job ID,ID zadatka,
Job Id,Id zadatka,
Job Info,Informacije o zadatku,
Job Name,Naziv zadatka,
Job Status,Status zadatka,
Kanban,Kanban,
Kanban Board,Kanban tabla,
Kanban Board Column,Kolona Kanban table,
Kanban Board Name,Naziv Kanban table,
Keep track of all update feeds,Prati sve tokove ažuriranja,
Keeps track of all communications,Evidentira svu komunikaciju,
Key,Ključ,
Keyboard Shortcuts,Prečice na tastaturi,
Keycloak,Keycloak,
Knowledge Base Contributor,Doprinosilac baze znanja,
Knowledge Base Editor,Uređivač baze znanja,
LDAP Auth,LDAP autentifikacija,
LDAP Custom Settings,Prilagođena LDAP podešavanja,
LDAP Email Field,LDAP polje za imejl,
LDAP First Name Field,LDAP polje za naziv,
LDAP Group,LDAP grupa,
LDAP Group Field,LDAP polje za grupu,
LDAP Group Mapping,Mapiranje LDAP grupa,
LDAP Group Mappings,Mapiranje LDAP grupa,
LDAP Group Member attribute,LDAP atribut članova grupe,
LDAP Last Name Field,LDAP polje za prezime,
LDAP Middle Name Field,LDAP polje za srednje ime,
LDAP Mobile Field,LDAP polje za mobilni broj telefona,
LDAP Phone Field,LDAP polje za telefon,
LDAP Search String,LDAP niz za pretragu,
LDAP Search and Paths,LDAP pretraga i putanje,
LDAP Security,LDAP bezbednost,
LDAP Server Settings,Podešavanje LDAP servera,
LDAP Server Url,URL LDAP servera,
LDAP Settings,LDAP podešavanje,
LDAP User Creation and Mapping,Kreiranje i mapiranje LDAP korisnika,
LDAP Username Field,LDAP polje za korisničko ime,
LDAP search path for Groups,LDAP putanja za pretragu grupa,
LDAP search path for Users,LDAP putanja za pretragu korisnika,
Label,Oznaka,
Label Help,Oznaka pomoći,
Label and Type,Oznaka i vrsta,
Landing Page,Ciljna stranica,
Language,Jezik,
Language Code,Šifra jezika,
Language Name,Naziv jezika,
Last 10 active users,Poslednjih 10 aktivnih korisnika,
Last Active,Poslednja aktivnost,
Last Execution,Poslednje izvršenje,
Last Heartbeat,Poslednji signal,
Last IP,Poslednja IP adresa,
Last Known Versions,Poslednje poznate verzije,
Last Login,Poslednje prijavljivanje,
Last Month,Prošli mesec,
Last Name,Prezime,
Last Password Reset Date,Datum poslednjeg resetovanja lozinke,
Last Quarter,Prošli kvartal,
Last Reset Password Key Generated On,Ključ za resetovanje lozinke poslednji put generisan,
Last Run,Poslednje pokretanje,
Last Sync On,Poslednja sinhronizacija,
Last Synced At,Poslednja sinhronizacija u,
Last Synced On,Poslednja sinhronizacija na,
Last User,Poslednji korisnik,
Last Week,Prošla nedelja,
Last Year,Prošla godina,
Lead Conversion Time,Vreme konverzije potencijalnog klijenta,
Leave blank to repeat always,Ostavi prazno da se uvek ponavlja,
Ledger,Glavna knjiga,
Left,Levo,
Left Bottom,Levo dole,
Left Center,Levo centrirano,
Legal,Pravno,
Length,Dužina,
Letter,Pismo,
Letter Head,Zaglavlje,
Letter Head Based On,Zaglavlje je zasnovano na,
Letter Head Image,Slika zaglavlja,
Letter Head Name,Naziv zaglavlja,
Letter Head in HTML,Zaglavlje u HTML-u,
Level,Nivo,
License,Licenca,
License Type,Vrsta licence,
Light,Svetlo,
Light Blue,Svetloplava,
Light Color,Svetla boja,
Like,Lajk,
Like limit,Limit za lajkove,
Like limit per hour,Limit lajkova po času,
Likes,Lajkovanja,
Limit,Limit,
Line,Linijski,
Link,Povezivanje,
Link Cards,Link kartice,
Link Count,Broj linkova,
Link Details,Detalji linka,
Link DocType,Link DocType,
Link Document Type,Link vrste dokumenta,
Link Field Results Limit,Ograničenje rezultata za polje linka,
Link Fieldname,Naziv polja linka,
Link Filters,Filteri linka,
Link Name,Naziv linka,
Link Title,Naslov linka,
Link To,Link ka,
Link Type,Vrsta linka,
"Link that is the website home page. Standard Links (home, login, products, blog, about, contact)","Link koji vodi na početnu stranicu veb-sajta. Standardni linkovi (početna stranica, prijavljivanje, proizvodi, blog, o nama, kontakt)",
Link to the page you want to open. Leave blank if you want to make it a group parent.,Link ka stranici koju želite da otvorite. Ostavite prazno ukoliko želite da bude matični entitet grupe.,
Linked,Povezano,
Links,Link za dnevnik poziva,
List,Lista,
List / Search Settings,Lista / Podešavanje pretrage,
List Columns,Kolone liste,
List Filter,Filter liste,
List Settings,Podešavanje liste,
List View Settings,Podešavanje prikaza liste,
"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","Lista kao [{""oznaka"": _(""Poslovi""), ""putanja"":""poslovi""}]",
"List of email addresses, separated by comma or new line.","Lista imejl adresa, odvojena zarezom ili novim redom.",
List of patches executed,Lista izvršenih zakrpa,
List setting message,Poruka podešavanja liste,
Load Balancing,Balansiranje opterećenja,
Location,Lokacija,
Log,Evidencija,
Log API Requests,Izvrši zapisivanje API zahteva,
Log Data,Podaci evidencije,
Log DocType,Evidencija DocType,
Log Index,Indeks evidencije,
Log Setting User,Korisnik podešavanja evidencije,
Log Settings,Podešavanje evidencije,
Log out,Odjavite se,
Login,Prijava,
Login After,Prijava nakon,
Login Before,Prijava pre,
Login Methods,Načini prijave,
Login Page,Stranica za prijavu,
Login required,Prijavljivanje je neophodno,
Login with email link,Prijavljivanje putem linka iz imejla,
Login with email link expiry (in minutes),Isticanje linka za prijavljivanje (u minutima),
Logo URI,Logo URI,
Logout,Odjava,
Logout All Sessions on Password Reset,Odjava iz svih sesija nakon promene lozinke,
Logout From All Devices After Changing Password,Odjava sa svih uređaja nakon promene lozinke,
Logs To Clear,Evidencije za brisanje,
Logs to Clear,Evidencije za brisanje,
Long Text,Duži tekst,
Low,Nizak,
MIT License,MIT licenca,
Main Section,Glavni odeljak,
Main Section (HTML),Glavni odeljak (HTML),
Main Section (Markdown),Glavni odeljak (Markdown),
Maintenance Manager,Menadžer održavanja,
Maintenance User,Korisnik održavanja,
Major,Glavno,
"Make ""name"" searchable in Global Search","Omogući ""naziv"" dostupnim za pretragu u globalnoj pretrazi",
Make Attachment Public (by default),Učini prilog javnim (podrazumevano),
Make Attachments Public by Default,Učini priloge javnim kao podrazumevano,
Make sure to configure a Social Login Key before disabling to prevent lockout,Pobrinite se da ste konfigurisali ključ za prijavljivanje putem društvenih mreža pre nego što onemogućite ovu opciju kako biste sprečili zaključavanje naloga,
Mandatory,Obavezno,
Mandatory Depends On,Obavezno zavisi od,
Mandatory Depends On (JS),Obavezno zavisi od (JS),
Map,Mapa,
Map route parameters into form variables. Example <code>/project/&lt;name&gt;</code>,Mapiraj parametre putanje u promenljive obrasca. Primer <code>/projekta/&lt;naziv&gt;</code>,
Margin Bottom,Donja margina,
Margin Left,Leva margina,
Margin Right,Desna margina,
Margin Top,Gornja margina,
MariaDB Variables,MariaDB promenljive,
Markdown,Markdown,
Markdown Editor,Uređivač Markdown,
Marked As Spam,Označeno kao nepoželjno,
Marketing Manager,Menadžer marketinga,
Max 500 records at a time,Maksimalno 500 zapisa istovremeno,
Max Attachments,Maksimalan broj priloga,
Max File Size (MB),Maksimalna veličina fajla (MB),
Max Height,Maksimalna visina,
Max Length,Maksimalna dužina,
Max Report Rows,Maksimalan broj redova izveštaja,
Max Value,Maksimalna vrednost,
Max attachment size,Maksimalna veličina priloga,
Max auto email report per user,Maksimalan broj automatskih izveštaja po korisniku,
Maximum,Maksimalno,
Maximum Number of Fields,Maksimalan broj polja,
Medium,Srednje,
Meeting,Sastanak,
Memory Usage,Iskorišćenost memorije,
Mention,Pominjanje,
Mentions,Pominjanja,
Message,Poruka,
Message Examples,Primeri poruka,
Message ID,ID poruke,
Message Parameter,Parametar poruke,
Message Type,Vrsta poruke,
Message to be displayed on successful completion,Poruka koja će biti prikazana nakon uspešnog završetka,
Message-id,ID poruke,
Messages,Poruke,
Messaging CRM Campagin,Slanje poruka za CRM kampanju,
Meta,Meta,
Meta Description,Meta opis,
Meta Image,Meta slika,
Meta Tags,Meta oznake,
Meta Title,Meta naslov,
Meta description,Meta opis,
Meta image,Meta slika,
Meta title,Meta naslov,
Metadata,Metapodaci,
Method,Metoda,
Mid Center,Centrirano,
